Employee_ID,Attrition_rate
EID_13308,0.014
EID_19481,0.2605
EID_17732,0.7798
EID_4504,0.1793
EID_2539,0.2977
EID_19529,0.3486
EID_2279,0.1611
EID_14508,0.3447
EID_12241,0.0056
EID_11530,0.233
EID_20147,0.0698
EID_6154,0.1015
EID_3523,0.1992
EID_20453,0.0306
EID_11929,0.0039
EID_12840,0.1574
EID_22320,0.1824
EID_25383,0.0373
EID_10731,0.0863
EID_1017,0.1793
EID_1819,0.6858
EID_22849,0.5549
EID_12290,0.0781
EID_24238,0.0965
EID_3105,0.0676
EID_14242,0.0646
EID_16569,0.0344
EID_8094,0.2676
EID_7824,0.6069
EID_8978,0.2317
EID_25314,0.0084
EID_17810,0.0366
EID_14856,0.0161
EID_22144,0.0182
EID_23603,0.5791
EID_7211,0.7388
EID_19340,0.9735
EID_1501,0.5028
EID_22111,0.2328
EID_16147,0.07400000000000001
EID_16746,0.1586
EID_20777,0.2831
EID_12999,0.1365
EID_21663,0.1306
EID_11862,0.0089
EID_17683,0.2147
EID_19819,0.1171
EID_21562,0.0325
EID_24390,0.06065
EID_14444,0.9391
EID_3261,0.0197
EID_7752,0.0689
EID_3033,0.1585
EID_22433,0.0774
EID_23727,0.0586
EID_24107,0.2272
EID_22537,0.1605
EID_13645,0.1414
EID_16021,0.1545
EID_19800,0.1659
EID_1944,0.043
EID_15868,0.2993
EID_22188,0.6998
EID_13833,0.6765
EID_15028,0.0273
EID_24861,0.1011
EID_13033,0.2528
EID_23673,0.0438
EID_13265,0.2617
EID_23411,0.0494
EID_3761,0.4215
EID_7299,0.0976
EID_2379,0.00695
EID_18863,0.6832
EID_12115,0.0146
EID_23879,0.1474
EID_16586,0.23070000000000002
EID_19003,0.1533
EID_11107,0.2565
EID_15416,0.1057
EID_19214,0.1306
EID_5135,0.053
EID_22464,0.228
EID_22759,0.1668
EID_17833,0.261
EID_17627,0.1775
EID_25730,0.0186
EID_2377,0.6504
EID_18085,0.2448
EID_14096,0.2586
EID_8384,0.2447
EID_17105,0.7829999999999999
EID_9929,0.5652
EID_13267,0.2227
EID_12954,0.0157
EID_4464,0.0759
EID_11464,0.2794
EID_19308,0.0154
EID_17530,0.0639
EID_6981,0.0058
EID_19951,0.1946
EID_1100,0.1002
EID_25145,0.2717
EID_15614,0.2831
EID_2961,0.5871
EID_1742,0.2589
EID_2843,0.2885
EID_9549,0.4617
EID_12832,0.1736
EID_17914,0.1653
EID_22832,0.1194
EID_5755,0.1911
EID_1141,0.1746
EID_18954,0.0854
EID_10824,0.058
EID_24478,0.2644
EID_14916,0.2552
EID_4434,0.1105
EID_23650,0.0391
EID_16556,0.1531
EID_24656,0.076
EID_25965,0.0083
EID_9279,0.0013
EID_13802,0.2831
EID_2748,0.2554
EID_17346,0.4894
EID_1171,0.5659
EID_1552,0.1174
EID_20674,0.067
EID_2475,0.0303
EID_16714,0.0223
EID_7857,0.1311
EID_3294,0.9501
EID_2280,0.0335
EID_10203,0.0696
EID_22162,0.081
EID_10438,0.0587
EID_12898,0.0033
EID_4358,0.1105
EID_6179,0.0255
EID_2538,0.275
EID_13110,0.3416
EID_24585,0.4005
EID_1006,0.6644
EID_11632,0.1125
EID_21011,0.1947
EID_16869,0.0244
EID_20564,0.2949
EID_12996,0.1726
EID_1503,0.004
EID_23053,0.006
EID_22049,0.009000000000000001
EID_4346,0.0486
EID_1887,0.0912
EID_16849,0.0447
EID_10071,0.0864
EID_11265,0.2997
EID_12611,0.1411
EID_25542,0.0249
EID_11582,0.1151
EID_19550,0.2828
EID_5351,0.1015
EID_3305,0.0221
EID_18846,0.1152
EID_24764,0.1854
EID_2191,0.1559
EID_6314,0.0714
EID_23248,0.2177
EID_4570,0.0215
EID_16415,0.1789
EID_11002,0.0586
EID_20498,0.2223
EID_7846,0.9507
EID_24121,0.1514
EID_7536,0.2648
EID_2015,0.123
EID_7934,0.2611
EID_20903,0.0401
EID_17535,0.0442
EID_19760,0.0946
EID_9550,0.8574
EID_4261,0.2384
EID_19753,0.1067
EID_13542,0.1033
EID_24283,0.1699
EID_7552,0.6069
EID_11577,0.1911
EID_3228,0.2678
EID_17468,0.2897
EID_15815,0.2538
EID_2093,0.1581
EID_21356,0.2852
EID_12357,0.2374
EID_18495,0.1998
EID_5098,0.0817
EID_12691,0.2427
EID_13240,0.0278
EID_19312,0.7254
EID_23914,0.02
EID_23175,0.2696
EID_15413,0.0208
EID_4785,0.2952
EID_25933,0.2655
EID_22705,0.0166
EID_19350,0.2911
EID_5369,0.2695
EID_20410,0.1656
EID_12557,0.1195
EID_17678,0.0902
EID_1342,0.589
EID_12230,0.768
EID_1311,0.279
EID_5860,0.2176
EID_4259,0.1457
EID_10209,0.7242
EID_2300,0.1371
EID_17408,0.1738
EID_1883,0.2375
EID_1053,0.2885
EID_23610,0.2526
EID_17585,0.4649
EID_20845,0.0522
EID_15683,0.1195
EID_11976,0.3864
EID_12031,0.5199
EID_1711,0.4777
EID_6239,0.0874
EID_25541,0.2718
EID_9308,0.2337
EID_18168,0.1942
EID_11934,0.0216
EID_23472,0.2115
EID_13731,0.1784
EID_16069,0.0019
EID_18276,0.1048
EID_6141,0.6309
EID_12061,0.1142
EID_9450,0.0059
EID_21730,0.9572
EID_19506,0.2749
EID_13552,0.0692
EID_9945,0.16899999999999998
EID_1924,0.0456
EID_18453,0.0794
EID_20225,0.3708
EID_18673,0.156
EID_11420,0.2405
EID_16631,0.16635
EID_21237,0.2924
EID_5015,0.2474
EID_20179,0.16699999999999998
EID_12073,0.107
EID_21147,0.4271
EID_6714,0.032049999999999995
EID_10645,0.0692
EID_18298,0.0447
EID_2640,0.2471
EID_2318,0.1679
EID_25226,0.2454
EID_24099,0.1624
EID_20938,0.1131
EID_8377,0.04
EID_7023,0.1955
EID_11385,0.9361
EID_15016,0.0077
EID_25794,0.0696
EID_11494,0.0395
EID_2425,0.0723
EID_9847,0.1836
EID_3570,0.0221
EID_13573,0.0429
EID_13780,0.7741
EID_2949,0.0988
EID_19834,0.1235
EID_11384,0.1986
EID_23154,0.1744
EID_9337,0.0003
EID_3653,0.0153
EID_4850,0.0578
EID_16283,0.1586
EID_5107,0.0401
EID_25156,0.017
EID_17223,0.1581
EID_14695,0.2177
EID_11374,0.0449
EID_13672,0.8402
EID_6782,0.0912
EID_25074,0.1008
EID_21087,0.2118
EID_13017,0.2898
EID_9947,0.0278
EID_21221,0.4898
EID_21639,0.4203
EID_20333,0.0844
EID_2970,0.2256
EID_7624,0.2856
EID_15741,0.159
EID_1312,0.8219
EID_19575,0.993
EID_21047,0.1769
EID_11969,0.9361
EID_19145,0.58
EID_9871,0.1645
EID_18852,0.0496
EID_22326,0.2531
EID_7259,0.0972
EID_21920,0.055
EID_1436,0.0026
EID_8261,0.2848
EID_23228,0.1707
EID_5560,0.0054
EID_22357,0.0661
EID_4816,0.2118
EID_10000,0.0609
EID_21908,0.3885
EID_14887,0.359
EID_12497,0.0185
EID_17976,0.16699999999999998
EID_17356,0.471
EID_9785,0.0953
EID_16224,0.06
EID_6020,0.1039
EID_20716,0.0874
EID_11351,0.1768
EID_20899,0.0244
EID_9718,0.1588
EID_9479,0.1981
EID_25048,0.1761
EID_23370,0.0734
EID_13877,0.2628
EID_12256,0.0221
EID_1903,0.2596
EID_8830,0.1974
EID_22060,0.1905
EID_11996,0.0136
EID_21061,0.1672
EID_22604,0.1602
EID_18463,0.6996
EID_11375,0.4475
EID_2685,0.1457
EID_16010,0.0468
EID_19288,0.0857
EID_9283,0.0623
EID_11122,0.1905
EID_6638,0.1291
EID_25516,0.6055
EID_3864,0.1827
EID_9746,0.2384
EID_8407,0.1373
EID_25463,0.1902
EID_23098,0.5315
EID_22512,0.1345
EID_14671,0.1349
EID_18482,0.2609
EID_8151,0.0919
EID_16624,0.0734
EID_1983,0.184
EID_18445,0.0298
EID_11891,0.2448
EID_2010,0.2109
EID_4592,0.1
EID_17412,0.0713
EID_24883,0.1935
EID_15661,0.0593
EID_11757,0.1974
EID_2627,0.1679
EID_13243,0.142
EID_10917,0.0474
EID_4360,0.0456
EID_13536,0.1516
EID_10695,0.9444
EID_5746,0.2567
EID_1178,0.2621
EID_15290,0.0125
EID_3540,0.7505
EID_14684,0.0312
EID_7914,0.1741
EID_23733,0.1416
EID_5907,0.1843
EID_5142,0.2647
EID_7686,0.2625
EID_12078,0.2599
EID_4880,0.3115
EID_1527,0.1402
EID_15919,0.1039
EID_1260,0.0781
EID_22377,0.14300000000000002
EID_7876,0.1663
EID_1213,0.1042
EID_4161,0.1206
EID_3214,0.0697
EID_17651,0.2511
EID_8005,0.2473
EID_12852,0.2999
EID_21465,0.5837
EID_7371,0.1614
EID_25687,0.7203
EID_17222,0.7107
EID_1994,0.8351
EID_22384,0.2831
EID_6344,0.1371
EID_18801,0.1975
EID_13688,0.0943
EID_13779,0.2577
EID_24969,0.2738
EID_15311,0.1424
EID_9095,0.2863
EID_11675,0.0597
EID_14870,0.6272
EID_1575,0.1426
EID_7440,0.0044
EID_24259,0.0084
EID_19501,0.3889
EID_23743,0.1004
EID_13287,0.1462
EID_2226,0.2106
EID_22439,0.1385
EID_16078,0.2837
EID_18895,0.012
EID_19860,0.243
EID_24564,0.0335
EID_21747,0.1562
EID_4659,0.0886
EID_24149,0.1718
EID_13300,0.747
EID_16950,0.2508
EID_23778,0.1408
EID_14691,0.2222
EID_10789,0.8759
EID_5525,0.2679
EID_19424,0.13674999999999998
EID_6171,0.2706
EID_19569,0.2
EID_4602,0.7528
EID_17919,0.0468
EID_4286,0.1708
EID_1973,0.1588
EID_25715,0.2553
EID_23385,0.3468
EID_13681,0.2166
EID_25410,0.1485
EID_18267,0.0646
EID_15252,0.7371
EID_23214,0.7906
EID_18551,0.8729
EID_2401,0.1005
EID_7609,0.0727
EID_21291,0.0325
EID_10126,0.2577
EID_19714,0.0525
EID_4911,0.4475
EID_12505,0.243
EID_10377,0.1111
EID_3407,0.2126
EID_3386,0.1311
EID_7623,0.0207
EID_19517,0.0299
EID_21782,0.7367
EID_12361,0.3566
EID_21171,0.2676
EID_17836,0.001
EID_20286,0.0405
EID_25798,0.0156
EID_15699,0.0461
EID_17006,0.0138
EID_22476,0.0074
EID_9406,0.0742
EID_13559,0.1711
EID_1340,0.2343
EID_17848,0.0331
EID_20358,0.17715
EID_14265,0.1644
EID_9820,0.184
EID_13755,0.1251
EID_13293,0.1273
EID_25837,0.0884
EID_20466,0.1171
EID_11032,0.0048
EID_2399,0.1255
EID_23917,0.1365
EID_17011,0.0668
EID_8967,0.1096
EID_24468,0.2182
EID_8435,0.0603
EID_17953,0.068
EID_7140,0.9522
EID_24404,0.0739
EID_14380,0.3899
EID_1232,0.0759
EID_1573,0.1469
EID_3684,0.9391
EID_15824,0.8190000000000001
EID_9212,0.0637
EID_21121,0.2149
EID_6346,0.1973
EID_9525,0.1523
EID_9726,0.1721
EID_2526,0.1385
EID_4228,0.2676
EID_14595,0.0325
EID_15856,0.0555
EID_6768,0.1446
EID_23953,0.1263
EID_19059,0.123
EID_5268,0.0087
EID_7619,0.1307
EID_23028,0.1467
EID_22104,0.3332
EID_10318,0.7107
EID_25369,0.1313
EID_16633,0.3262
EID_15848,0.0668
EID_2240,0.2744
EID_1059,0.2596
EID_9315,0.8495
EID_15388,0.0199
EID_9984,0.0039
EID_4296,0.1098
EID_10927,0.0617
EID_25054,0.6069
EID_1884,0.1069
EID_21960,0.0576
EID_5572,0.1235
EID_16872,0.1048
EID_24525,0.228
EID_14237,0.243
EID_7114,0.2742
EID_7448,0.1814
EID_17668,0.2515
EID_7674,0.1883
EID_5884,0.6376
EID_13942,0.2644
EID_13098,0.1544
EID_7695,0.2635
EID_5350,0.0486
EID_22853,0.0066
EID_2385,0.1645
EID_18006,0.6188
EID_12875,0.1134
EID_5478,0.1801
EID_18690,0.2609
EID_12545,0.7371
EID_13888,0.221
EID_9732,0.2996
EID_18001,0.2648
EID_17479,0.0084
EID_23757,0.5022
EID_1303,0.7444
EID_5375,0.1839
EID_5869,0.0422
EID_8825,0.1186
EID_22567,0.1952
EID_16273,0.0712
EID_20618,0.0338
EID_3608,0.2105
EID_8806,0.1208
EID_23170,0.0558
EID_12243,0.0246
EID_20089,0.1543
EID_16852,0.1219
EID_18312,0.2229
EID_14010,0.0964
EID_14705,0.1611
EID_20956,0.2134
EID_18794,0.1306
EID_1629,0.1764
EID_25483,0.0669
EID_4542,0.036000000000000004
EID_10076,0.0812
EID_9469,0.1457
EID_25284,0.0847
EID_11972,0.2649
EID_1798,0.1385
EID_21903,0.2625
EID_20031,0.2256
EID_20365,0.1794
EID_9210,0.1458
EID_19750,0.114
EID_4006,0.1689
EID_24922,0.0125
EID_4760,0.0013
EID_11035,0.2992
EID_21008,0.7647
EID_23731,0.3498
EID_21788,0.1592
EID_5428,0.0595
EID_14023,0.0532
EID_2937,0.1781
EID_16931,0.248
EID_18299,0.158
EID_6660,0.2554
EID_23187,0.5004
EID_14868,0.187
EID_23247,0.07200000000000001
EID_15971,0.0366
EID_7852,0.173
EID_7017,0.1096
EID_7494,0.2391
EID_18706,0.3704
EID_22784,0.0982
EID_10756,0.2669
EID_6854,0.0476
EID_12554,0.2557
EID_1162,0.0832
EID_19581,0.5735
EID_2169,0.1449
EID_25149,0.2511
EID_22575,0.08
EID_2265,0.1868
EID_19668,0.0592
EID_19245,0.0161
EID_8194,0.0432
EID_8081,0.0679
EID_8670,0.1551
EID_7992,0.9688
EID_6596,0.14400000000000002
EID_3699,0.6858
EID_9698,0.4098
EID_1847,0.0843
EID_16179,0.2154
EID_23663,0.0925
EID_24287,0.193
EID_3527,0.0015
EID_18652,0.12725
EID_24110,0.0074
EID_21419,0.77
EID_12865,0.2755
EID_9237,0.0195
EID_20408,0.2911
EID_22934,0.1374
EID_6492,0.0469
EID_20285,0.2326
EID_1286,0.3631
EID_12542,0.0836
EID_5523,0.0149
EID_1979,0.1075
EID_23146,0.145
EID_4773,0.2354
EID_8785,0.0263
EID_4463,0.6367
EID_24028,0.08
EID_20920,0.2174
EID_21392,0.0008500000000000001
EID_4079,0.0125
EID_5173,0.2856
EID_22915,0.0424
EID_18347,0.272
EID_7984,0.2867
EID_25148,0.2575
EID_4350,0.3864
EID_6909,0.1186
EID_10582,0.1899
EID_6248,0.102
EID_10035,0.3864
EID_24603,0.2516
EID_1794,0.275
EID_9407,0.1576
EID_2114,0.2108
EID_21125,0.0602
EID_15046,0.1216
EID_8058,0.1311
EID_1961,0.0246
EID_23324,0.104
EID_21521,0.7177
EID_11043,0.0542
EID_6461,0.1104
EID_10398,0.0777
EID_20635,0.0925
EID_22940,0.2521
EID_8582,0.0191
EID_12770,0.7822
EID_15982,0.1768
EID_19692,0.2882
EID_18304,0.0865
EID_13603,0.0818
EID_6145,0.0335
EID_16587,0.0713
EID_16835,0.8351
EID_8399,0.0835
EID_7012,0.0953
EID_20575,0.2219
EID_20747,0.0237
EID_3907,0.0852
EID_22626,0.1242
EID_4442,0.1662
EID_18034,0.0946
EID_16055,0.0226
EID_21684,0.086
EID_17499,0.0344
EID_1222,0.2106
EID_17204,0.0068
EID_22732,0.8759
EID_8539,0.2965
EID_23136,0.0771
EID_24470,0.2349
EID_17404,0.2376
EID_21498,0.1815
EID_19495,0.2965
EID_23966,0.0147
EID_1388,0.1954
EID_7374,0.2384
EID_25441,0.1834
EID_16616,0.0213
EID_7654,0.0931
EID_4217,0.2354
EID_9968,0.086
EID_17830,0.2801
EID_12023,0.1451
EID_24002,0.0237
EID_11371,0.2523
EID_11096,0.2408
EID_24835,0.1535
EID_17439,0.1879
EID_6587,0.0845
EID_21946,0.2234
EID_5431,0.0099
EID_4723,0.0671
EID_11535,0.0919
EID_2330,0.0832
EID_23531,0.0745
EID_8913,0.0747
EID_21273,0.0373
EID_11927,0.4662
EID_1385,0.2537
EID_15758,0.1074
EID_1023,0.2801
EID_8959,0.0579
EID_12911,0.0643
EID_15925,0.1411
EID_17769,0.1065
EID_19842,0.0974
EID_15875,0.0829
EID_21284,0.2655
EID_24825,0.2447
EID_23825,0.1983
EID_13001,0.1394
EID_25601,0.1307
EID_24670,0.0668
EID_24412,0.1309
EID_18712,0.0394
EID_21138,0.1919
EID_19335,0.0655
EID_16753,0.0782
EID_24399,0.0434
EID_12567,0.0306
EID_22161,0.149
EID_12609,0.0383
EID_22249,0.1521
EID_5314,0.1138
EID_1897,0.1339
EID_22507,0.3289
EID_2878,0.0533
EID_10098,0.15095
EID_18435,0.7984
EID_8063,0.589
EID_3512,0.0742
EID_24444,0.0857
EID_9813,0.1034
EID_25132,0.0206
EID_5613,0.7585
EID_14062,0.1932
EID_20073,0.0849
EID_12506,0.2969
EID_1092,0.6069
EID_15895,0.1305
EID_1039,0.6964
EID_22016,0.0488
EID_6764,0.0678
EID_17384,0.1497
EID_8705,0.2594
EID_14832,0.1353
EID_16473,0.1411
EID_11186,0.022
EID_7476,0.0929
EID_19671,0.1341
EID_14001,0.0282
EID_10658,0.3522
EID_6668,0.2911
EID_13786,0.0247
EID_11224,0.0878
EID_13296,0.1732
EID_22145,0.8351
EID_6494,0.1732
EID_1649,0.1011
EID_20878,0.233
EID_3790,0.1968
EID_9257,0.8597
EID_14917,0.1015
EID_22052,0.6195
EID_1198,0.1349
EID_8478,0.0299
EID_2071,0.1262
EID_1250,0.1181
EID_9000,0.1721
EID_17319,0.233
EID_21794,0.0216
EID_23350,0.3375
EID_16278,0.1171
EID_3330,0.0776
EID_12584,0.1131
EID_9354,0.0178
EID_15007,0.193
EID_11656,0.071
EID_22526,0.1598
EID_11027,0.1609
EID_21588,0.0458
EID_13717,0.2337
EID_8073,0.2384
EID_15972,0.715
EID_5730,0.2152
EID_23968,0.0131
EID_4299,0.17
EID_6302,0.7555
EID_6974,0.0568
EID_4829,0.2679
EID_21139,0.0017
EID_23456,0.095
EID_20110,0.1857
EID_20342,0.1199
EID_15238,0.0762
EID_10349,0.8725
EID_10077,0.1931
EID_22330,0.1135
EID_4368,0.0424
EID_8859,0.2996
EID_24277,0.2949
EID_1061,0.1078
EID_5597,0.0447
EID_4820,0.2577
EID_5863,0.2678
EID_23680,0.1283
EID_5542,0.00695
EID_6203,0.0009
EID_5355,0.145
EID_19669,0.0522
EID_21725,0.9808
EID_2138,0.077
EID_24278,0.0154
EID_6591,0.6958
EID_21056,0.0379
EID_18759,0.8701
EID_12059,0.2769
EID_11077,0.0122
EID_17216,0.2528
EID_15655,0.4934
EID_19017,0.7045
EID_17846,0.156
EID_6418,0.2191
EID_25942,0.2831
EID_5420,0.969
EID_11764,0.1259
EID_16483,0.0209
EID_1901,0.1117
EID_21480,0.4642
EID_8006,0.0108
EID_1282,0.2664
EID_6895,0.2619
EID_13677,0.0618
EID_6071,0.1514
EID_14425,0.0083
EID_22685,0.2127
EID_20203,0.4271
EID_19161,0.0381
EID_1947,0.0641
EID_16574,0.15
EID_2561,0.0913
EID_20668,0.1294
EID_7831,0.1757
EID_8769,0.8351
EID_25191,0.083
EID_15590,0.1474
EID_12458,0.1715
EID_11406,0.1251
EID_17629,0.008
EID_4632,0.1248
EID_18455,0.0011
EID_23077,0.3899
EID_25024,0.9201
EID_6269,0.0444
EID_12100,0.1165
EID_23190,0.2944
EID_9030,0.2208
EID_12359,0.0903
EID_12041,0.1947
EID_2019,0.0846
EID_22974,0.4754
EID_10351,0.0766
EID_23630,0.008
EID_7309,0.2577
EID_19821,0.1988
EID_4033,0.1581
EID_3435,0.18
EID_5759,0.2619
EID_12826,0.1811
EID_8148,0.0122
EID_16088,0.183
EID_15783,0.1216
EID_19521,0.0766
EID_13016,0.1773
EID_13708,0.2515
EID_4237,0.1514
EID_3620,0.5746
EID_10042,0.0226
EID_8833,0.3186
EID_21028,0.1856
EID_3485,0.6987
EID_23372,0.0015
EID_19410,0.1993
EID_6598,0.0792
EID_25371,0.2347
EID_19483,0.0041
EID_22826,0.0611
EID_23606,0.0537
EID_9346,0.0922
EID_1608,0.0759
EID_1603,0.6815
EID_23041,0.083
EID_7801,0.1411
EID_22456,0.1105
EID_24428,0.2976
EID_10811,0.0666
EID_24566,0.036000000000000004
EID_2531,0.0533
EID_10878,0.0009
EID_19548,0.1922
EID_11988,0.273
EID_11378,0.0881
EID_9896,0.3357
EID_17323,0.0977
EID_24976,0.0834
EID_11249,0.198
EID_20395,0.0725
EID_18262,0.2801
EID_14670,0.048
EID_12880,0.0311
EID_1406,0.091
EID_23014,0.3807
EID_5224,0.2569
EID_3232,0.2942
EID_22327,0.2535
EID_2285,0.1345
EID_20468,0.6815
EID_4443,0.2852
EID_15641,0.0983
EID_8106,0.0894
EID_13958,0.1707
EID_10214,0.2901
EID_17739,0.008
EID_13347,0.0491
EID_23453,0.0262
EID_1477,0.6069
EID_20224,0.0997
EID_2362,0.2594
EID_21421,0.1822
EID_7860,0.2246
EID_10286,0.1812
EID_7184,0.0583
EID_21742,0.001
EID_21610,0.4829
EID_19375,0.0416
EID_18564,0.2516
EID_19108,0.2928
EID_17928,0.2102
EID_25613,0.5004
EID_23787,0.0074
EID_2392,0.2322
EID_7574,0.1768
EID_9810,0.043
EID_14332,0.2922
EID_20937,0.7971
EID_7827,0.215
EID_7457,0.0147
EID_11152,0.0024
EID_12917,0.0873
EID_18590,0.7984
EID_15327,0.1602
EID_11687,0.135
EID_5179,0.1511
EID_5623,0.0786
EID_25331,0.2274
EID_24386,0.064
EID_6507,0.1997
EID_7842,0.1908
EID_12018,0.0646
EID_6640,0.5918
EID_9872,0.059
EID_2331,0.1075
EID_19685,0.27
EID_25701,0.239
EID_25681,0.7357
EID_20151,0.1067
EID_8980,0.0312
EID_12719,0.1394
EID_20075,0.1646
EID_14984,0.048
EID_8177,0.2256
EID_1360,0.1098
EID_24812,0.0126
EID_8480,0.6095
EID_14567,0.055
EID_16194,0.1829
EID_10020,0.1744
EID_7321,0.1309
EID_15387,0.0661
EID_19419,0.1304
EID_20496,0.1033
EID_1308,0.0628
EID_14770,0.10665
EID_21893,0.2254
EID_10990,0.1707
EID_17521,0.083
EID_15274,0.3853
EID_24001,0.2864
EID_4111,0.0927
EID_4284,0.1921
EID_19682,0.1856
EID_14871,0.1611
EID_18152,0.2991
EID_12520,0.1394
EID_4739,0.0678
EID_8424,0.2597
EID_23600,0.0555
EID_25891,0.1862
EID_11618,0.1848
EID_12674,0.2374
EID_5999,0.1851
EID_18063,0.2582
EID_14859,0.094
EID_20353,0.17
EID_22962,0.1305
EID_19650,0.1985
EID_6108,0.0884
EID_19012,0.0943
EID_22925,0.1882
EID_15619,0.0084
EID_19998,0.2251
EID_20052,0.0991
EID_25044,0.1618
EID_5422,0.0026
EID_15354,0.106
EID_3804,0.0144
EID_23277,0.9391
EID_12336,0.0559
EID_24839,0.1789
EID_1651,0.0174
EID_24355,0.1702
EID_24276,0.0642
EID_10346,0.0252
EID_9579,0.1006
EID_23242,0.1105
EID_23541,0.1292
EID_14741,0.0533
EID_7783,0.1247
EID_12569,0.214
EID_3834,0.08800000000000001
EID_6799,0.124
EID_15609,0.0381
EID_5496,0.006999999999999999
EID_5080,0.0313
EID_14834,0.9735
EID_18266,0.7798
EID_1182,0.0018
EID_6445,0.0882
EID_18656,0.1277
EID_24011,0.0335
EID_25093,0.0585
EID_11334,0.233
EID_15785,0.259
EID_8060,0.2596
EID_4349,0.1294
EID_22525,0.5725
EID_1231,0.2885
EID_2127,0.2969
EID_4047,0.2384
EID_12989,0.1172
EID_17726,0.1083
EID_1602,0.8665
EID_5945,0.1255
EID_15166,0.4208
EID_25317,0.0058
EID_18848,0.0655
EID_14455,0.9794
